"040001","E_1","31701914","B","E","0","0","1","0","","040001","01121997","31122024","21032022","31122023","1","10001";
"040002","E_2","31701914","B","E","0","0","1","0","","040002","01122017","31122024","21032022","31122023","1","20005";
"040003","E_3","31701914","B","E","0","0","1","0","","040003","01122017","31122024","21032022","31122023","1","30014";
"040004","E_4","31701914","B","E","0","0","1","0","","040004","01121997","31122024","21032022","31122023","1","40018";
"040006","E_6","31701914","B","E","0","0","1","0","","040006","09121997","31122024","21032022","31122023","1","60010";
"040612","E_R1","31701914","B","E","0","0","1","0","","040612","09121997","31122024","21032022","31122023","1","61018";
"040622","E_R2","31701914","B","E","0","0","1","0","","040622","01121997","31122024","21032022","31122023","1","62021";
"040632","E_R3","31701914","B","E","0","0","1","0","","040632","01121997","31122024","21032022","31122023","1","63013";
"040642","E_R4","31701914","B","E","0","0","1","0","","040642","01121997","31122024","21032022","31122023","1","64014";
"040650","E_R5","31701914","B","E","0","0","1","0","","040650","01121997","31122024","21032022","31122023","1","65011";
"040662","E_R6","31701914","B","E","0","0","1","0","","040662","01121997","31122024","21032022","31122023","1","66014";
"040672","E_R7","31701914","B","E","0","0","1","0","","040672","01121997","31122024","21032022","31122023","1","67016";
"040680","E_R8","31701914","B","E","0","0","1","0","","040680","01121997","31122024","21032022","31122023","1","68010";
"040007","E_7","31701914","B","E","0","0","1","0","","040007","01121997","31122024","21032022","31122023","1","70004";
"040009","E_9","31701914","B","E","0","0","1","0","","040009","09121997","31122024","21032022","31122023","1","90017";
"040010","A_10","31701914","B","A","0","0","1","0","","040010","26042005","31122024","25082021","31122023","1","10064";
"040101","A_N1","31701914","B","A","0","0","1","0","","040101","01122016","31122024","01112021","31122023","1","10131";
"040102","A_N2","31701914","B","A","0","0","1","0","","040102","01122016","31122024","01112021","31122023","1","10228";
"040103","A_N3","31701914","B","A","0","0","1","0","","040103","26042005","31122024","01112021","31122023","1","10324";
"040104","A_N4","31701914","B","A","0","0","1","0","","040104","01122016","31122024","01112021","31122023","1","10411";
"040105","A_N5","31701914","B","A","0","0","1","0","","040105","01122016","31122024","01012022","31122023","1","10513";
"040106","A_N6","31701914","B","A","0","0","1","0","","040106","01122016","31122024","01012022","31122023","1","10609";
"040107","A_N7","31701914","B","A","0","0","1","0","","040107","01122016","31122024","01112021","31122023","1","10707";
"040012","A_12","31701914","B","A","0","0","1","0","","040012","26042005","31122024","01012022","31122023","1","12044";
"040014","A_14","31701914","B","A","0","0","1","0","","040014","26042005","31122024","04072020","31122023","1","14047";
"040015","A_15","31701914","B","A","0","0","1","0","","040015","26042005","31122024","25082021","31122023","1","15043";
"040016","A_16","31701914","B","A","0","0","1","0","","040016","26042005","31122024","01012022","31122023","1","16067";
"040017","A_17","31701914","B","A","0","0","1","0","","040017","26042005","31122024","01012022","31122023","1","17057";
"040018","A_18","31701914","B","A","0","0","1","0","","040018","26042005","31122024","01012022","31122023","1","18057";
"040019","A_19","31701914","B","A","0","0","1","0","","040019","26042005","31122024","01112021","31122023","1","19074";
"040021","A_21","31701914","B","A","0","0","1","0","","040021","26042005","31122024","01012022","31122023","1","21076";
"040022","A_22","31701914","B","A","0","0","1","0","","040022","26042005","31122024","01012022","31122023","1","22059";
"040023","A_23","31701914","B","A","0","0","1","0","","040023","26042005","31122024","15032022","31122023","1","23087";
"040024","A_24","31701914","B","A","0","0","1","0","","040024","26042005","31122024","01012022","31122023","1","24049";
"040026","A_26","31701914","B","A","0","0","1","0","","040026","26042005","31122024","01112021","31122023","1","26086";
"040027","A_27","31701914","B","A","0","0","1","0","","040027","26042005","31122024","01012022","31122023","1","27070";
"040031","A_31","31701914","B","A","0","0","1","0","","040031","01072019","31122024","01032020","31122023","1","31027";
"040032","A_32","31701914","B","A","0","0","1","0","","040032","01072019","31122024","01122020","31122023","1","32033";
"040033","A_33","31701914","B","A","0","0","1","0","","040033","26042005","31122024","01022019","31122023","1","33037";
"040034","A_34","31701914","B","A","0","0","1","0","","040034","10072017","31122024","25082021","31122023","1","34052";
"040035","A_35","31701914","B","A","0","0","1","0","","040035","01072019","31122024","01032020","31122023","1","35004";
"040036","A_36","31701914","B","A","0","0","1","0","","040036","26042005","31122024","01012022","31122023","1","36044";
"040051","A_51","31701914","B","A","0","0","1","0","","040051","26042005","31122024","01012022","31122023","1","51060";
"040052","A_52","31701914","B","A","0","0","1","0","","040052","26042005","31122024","01012022","31122023","1","52060";
"040054","A_54","31701914","B","A","0","0","1","0","","040054","26042005","31122024","25082021","31122023","1","54038";
"040055","A_55","31701914","B","A","0","0","1","0","","040055","26042005","31122024","01092019","31122023","1","55049";
"040056","A_56","31701914","B","A","0","0","1","0","","040056","26042005","31122024","01012019","31122023","1","56032";
"040071","A_71","31701914","B","A","0","0","1","0","","040071","01121997","31122024","01012022","31122023","1","71037";
"040072","A_72","31701914","B","A","0","0","1","0","","040072","01121999","31122024","01012022","31122023","1","72034";
"000401","A_RA1","31701914","B","A","0","0","1","0","","040RA1","26042005","31122024","01012022","31122023","1","81034";
"000402","A_RA2","31701914","B","A","0","0","1","0","","040RA2","26042005","31122024","01012022","31122023","1","82047";
"000403","A_RA3","31701914","B","A","0","0","1","0","","040RA3","26042005","31122024","01012022","31122023","1","83061";
"000404","A_RA4","31701914","B","A","0","0","1","0","","040RA4","26042005","31122024","01012022","31122023","1","84078";
"000405","A_RA5","31701914","B","A","0","0","1","0","","040RA5","26042005","31122024","01012022","31122023","1","85071";
"000406","A_RA6","31701914","B","A","0","0","1","0","","040RA6","26042006","31122024","01012022","31122023","1","86071";
"000407","A_RA7","31701914","B","A","0","0","1","0","","040RA7","26042005","31122024","01112021","31122023","1","87028";
"000408","A_RA8","31701914","B","A","0","0","1","0","","040RA8","26042005","31122024","01112018","31122023","1","88026";
"040011","A_11","31701914","B","A","0","0","1","0","","040011","15012007","31122022","07022022","30042022","1","11002";
"040020","A_20","31701914","B","A","0","0","1","0","","040020","01072019","31122022","07022022","30042022","1","20004";
"040025","A_25","31701914","B","A","0","0","1","0","","040025","26042005","31122022","07022022","30042022","1","25006";
"040126","A_26P","31701914","B","A","0","0","1","0","","040126","26042005","31122022","07022022","30042022","1","26007";
"040029","A_29","31701914","B","A","0","0","1","0","","040029","26042005","31122022","07022022","30042022","1","29002";
"040028","A_28","31701914","B","A","0","0","1","0","","040028","15012018","31122024","17032022","31122023","1","28002";
"040030","A_30","31701914","B","A","0","0","1","0","","040030","26042005","31122024","17032022","31122023","1","30002";
"040011","A_11","31701914","B","A","0","0","1","0","","040011","15012007","31122024","01032020","31122023","1","11029";
"040020","A_20","31701914","B","A","0","0","1","0","","040020","01072019","31122024","01122020","31122023","1","20090";
"040025","A_25","31701914","B","A","0","0","1","0","","040025","26042005","31122024","01112021","31122023","1","25056";
"040126","A_26P","31701914","B","A","0","0","1","0","","040126","26042005","31122024","01112021","31122023","1","26087";
"040029","A_29","31701914","B","A","0","0","1","0","","040029","26042005","31122024","25082021","31122023","1","29061";
